date,player,team,matchup,bet,line,projection,edge,model_confidence,bet_confidence,result,actual,stat,confidence_label,prediction,stddev,hit_rate,raw_stat
2026-04-29,Rui Hachimura,LAL,LAL vs. HOU,OVER PTS,12.5,16.44,3.94,LOW,5.55,PENDING,,PTS,Low,OVER,5.81,0.5555,Points
2026-04-29,Dorian Finney-Smith,HOU,HOU @ LAL,OVER PTS,1.5,4.05,2.55,LOW,5.29,PENDING,,PTS,Low,OVER,3.87,0.5529,Points
2026-04-29,Aaron Holiday,HOU,HOU @ LAL,OVER PTS,3.5,6.07,2.57,LOW,3.85,PENDING,,PTS,Low,OVER,4.85,0.5385,Points
2026-04-29,Jaxson Hayes,LAL,LAL vs. HOU,OVER PTS,5.5,9.64,4.14,LOW,3.78,PENDING,,PTS,Low,OVER,7.88,0.5378,Points
2026-04-29,Sandro Mamukelashvili,TOR,TOR @ CLE,OVER PTS,5.5,8.1,2.6,LOW,2.96,PENDING,,PTS,Low,OVER,5.46,0.5296,Points
2026-04-29,Bronny James,LAL,LAL vs. HOU,OVER PTS,4.5,6.87,2.37,LOW,2.35,PENDING,,PTS,Low,OVER,5.38,0.5235,Points
2026-04-29,Luke Kennard,LAL,LAL vs. HOU,OVER PTS,12.5,16.51,4.01,LOW,1.66,PENDING,,PTS,Low,OVER,10.01,0.5166,Points
2026-04-30,Gabe Vincent,ATL,ATL vs. NYK,OVER PTS,4.0,6.98,2.98,LOW,7.55,PENDING,,PTS,Low,OVER,3.59,0.5755,Points
2026-04-30,Jose Alvarado,NYK,NYK @ ATL,OVER PTS,2.5,8.36,5.86,LOW,7.18,PENDING,,PTS,Low,OVER,7.32,0.5718,Points
2026-04-30,Quentin Grimes,PHI,PHI vs. BOS,OVER PTS,5.5,9.28,3.78,LOW,4.79,PENDING,,PTS,Low,OVER,6.06,0.5479,Points
2026-04-30,Dyson Daniels,ATL,ATL vs. NYK,OVER PTS,6.5,9.66,3.16,LOW,4.52,PENDING,,PTS,Low,OVER,5.22,0.5452,Points
2026-04-30,Bruce Brown,DEN,DEN @ MIN,OVER PTS,6.5,8.63,2.13,LOW,4.52,PENDING,,PTS,Low,OVER,3.73,0.5452,Points
2026-04-30,Ayo Dosunmu,MIN,MIN vs. DEN,OVER PTS,19.5,25.27,5.77,LOW,2.17,PENDING,,PTS,Low,OVER,13.43,0.5217,Points
2026-04-30,Cameron Johnson,DEN,DEN @ MIN,OVER PTS,11.5,13.52,2.02,LOW,1.88,PENDING,,PTS,Low,OVER,4.89,0.5188,Points
2026-05-01,Sandro Mamukelashvili,TOR,TOR vs. CLE,OVER PTS,5.5,9.71,4.21,LOW,5.63,PENDING,,PTS,Low,OVER,6.16,0.5563,Points
2026-05-01,Isaiah Stewart,DET,DET @ ORL,OVER PTS,5.5,7.64,2.14,LOW,4.87,PENDING,,PTS,Low,OVER,3.61,0.5487,Points
2026-05-01,Dorian Finney-Smith,HOU,HOU vs. LAL,OVER PTS,2.5,4.84,2.34,LOW,4.79,PENDING,,PTS,Low,OVER,3.75,0.5479,Points
2026-05-01,Jaylon Tyson,CLE,CLE @ TOR,OVER PTS,5.5,8.21,2.71,LOW,4.27,PENDING,,PTS,Low,OVER,4.88,0.5427,Points
2026-05-01,Luke Kennard,LAL,LAL @ HOU,OVER PTS,7.5,13.02,5.52,LOW,4.21,PENDING,,PTS,Low,OVER,10.0,0.5421,Points
2026-05-01,Collin Murray-Boyles,TOR,TOR vs. CLE,OVER PTS,11.5,14.2,2.7,LOW,3.18,PENDING,,PTS,Low,OVER,5.52,0.5318,Points
2026-05-01,Rui Hachimura,LAL,LAL @ HOU,OVER PTS,11.5,13.71,2.21,LOW,2.32,PENDING,,PTS,Low,OVER,5.04,0.5232,Points
2026-05-02,Baylor Scheierman,BOS,BOS vs. PHI,OVER PTS,3.5,8.7,5.2,MEDIUM,12.19,PENDING,,PTS,Medium,OVER,3.8,0.6219,Points
2026-05-02,Sam Hauser,BOS,BOS vs. PHI,OVER PTS,3.5,7.2,3.7,MEDIUM,10.08,PENDING,,PTS,Medium,OVER,3.33,0.6008,Points
2026-05-02,Payton Pritchard,BOS,BOS vs. PHI,OVER PTS,12.5,17.35,4.85,LOW,2.85,PENDING,,PTS,Low,OVER,10.33,0.5285,Points
2026-05-02,Quentin Grimes,PHI,PHI @ BOS,OVER PTS,6.5,8.7,2.2,LOW,0.82,PENDING,,PTS,Low,OVER,6.52,0.5055,Points
2026-05-02,VJ Edgecombe,PHI,PHI @ BOS,OVER PTS,11.0,12.87,1.87,LOW,0.91,PENDING,,PTS,Low,OVER,8.74,0.4831,Points
2026-05-02,Nikola Vučević,BOS,BOS vs. PHI,OVER PTS,6.5,7.21,0.71,LOW,0.76,PENDING,,PTS,Low,OVER,4.51,0.4726,Points
2026-05-02,Kelly Oubre Jr.,PHI,PHI @ BOS,OVER PTS,9.0,9.9,0.9,LOW,0.87,PENDING,,PTS,Low,OVER,6.14,0.4706,Points
2026-05-03,Dean Wade,CLE,CLE vs. TOR,OVER PTS,3.5,5.63,2.13,LOW,6.15,PENDING,,PTS,Low,OVER,2.95,0.5615,Points
2026-05-03,Javonte Green,DET,DET vs. ORL,OVER PTS,3.5,5.26,1.76,LOW,4.56,PENDING,,PTS,Low,OVER,3.07,0.5456,Points
2026-05-03,Isaiah Stewart,DET,DET vs. ORL,OVER PTS,4.5,6.4,1.9,LOW,2.48,PENDING,,PTS,Low,OVER,4.24,0.5248,Points
2026-05-03,Sandro Mamukelashvili,TOR,TOR @ CLE,OVER PTS,6.0,8.36,2.36,LOW,1.76,PENDING,,PTS,Low,OVER,5.81,0.5176,Points
2026-05-03,Sam Merrill,CLE,CLE vs. TOR,OVER PTS,6.0,7.56,1.56,LOW,0.84,PENDING,,PTS,Low,OVER,4.76,0.5038,Points
2026-05-03,Daniss Jenkins,DET,DET vs. ORL,OVER PTS,6.5,7.67,1.17,LOW,0.76,PENDING,,PTS,Low,OVER,3.76,0.5008,Points
2026-05-03,Jamal Cain,ORL,ORL @ DET,OVER PTS,5.5,6.32,0.82,LOW,0.76,PENDING,,PTS,Low,OVER,3.74,0.4841,Points
2026-05-04,Mitchell Robinson,NYK,NYK vs. PHI,OVER PTS,4.5,7.31,2.81,LOW,4.96,PENDING,,PTS,Low,OVER,4.42,0.5496,Points
2026-05-04,Luke Kornet,SAS,SAS vs. MIN,OVER PTS,4.5,7.23,2.73,LOW,3.58,PENDING,,PTS,Low,OVER,5.32,0.5358,Points
2026-05-04,Keldon Johnson,SAS,SAS vs. MIN,OVER PTS,8.5,10.47,1.97,LOW,3.05,PENDING,,PTS,Low,OVER,4.09,0.5305,Points
2026-05-04,Dylan Harper,SAS,SAS vs. MIN,OVER PTS,9.5,12.75,3.25,LOW,1.11,PENDING,,PTS,Low,OVER,8.81,0.5111,Points
2026-05-04,Jordan Clarkson,NYK,NYK vs. PHI,OVER PTS,5.5,6.81,1.31,LOW,1.08,PENDING,,PTS,Low,OVER,3.57,0.5108,Points
2026-05-04,OG Anunoby,NYK,NYK vs. PHI,OVER PTS,17.0,19.53,2.53,LOW,0.88,PENDING,,PTS,Low,OVER,7.14,0.5085,Points
2026-05-04,De'Aaron Fox,SAS,SAS vs. MIN,OVER PTS,17.5,19.16,1.66,LOW,0.92,PENDING,,PTS,Low,OVER,6.03,0.4943,Points
2026-05-05,Duncan Robinson,DET,DET vs. CLE,UNDER PTS,17.5,11.68,-5.82,HIGH,26.06,PENDING,,PTS,High,UNDER,4.46,0.7606,Points
2026-05-05,Jaylin Williams,OKC,OKC vs. LAL,OVER PTS,3.5,7.04,3.54,MEDIUM,8.61,PENDING,,PTS,Medium,OVER,3.85,0.5861,Points
2026-05-05,Isaiah Joe,OKC,OKC vs. LAL,OVER PTS,6.5,13.83,7.33,LOW,7.5,PENDING,,PTS,Low,OVER,8.87,0.575,Points
2026-05-05,Javonte Green,DET,DET vs. CLE,OVER PTS,3.5,5.17,1.67,LOW,4.2,PENDING,,PTS,Low,OVER,3.03,0.542,Points
2026-05-05,Tobias Harris,DET,DET vs. CLE,OVER PTS,17.0,20.44,3.44,LOW,3.64,PENDING,,PTS,Low,OVER,6.65,0.5364,Points
2026-05-05,Rui Hachimura,LAL,LAL @ OKC,OVER PTS,11.5,14.14,2.64,LOW,3.2,PENDING,,PTS,Low,OVER,5.38,0.532,Points
2026-05-05,Jaylon Tyson,CLE,CLE @ DET,OVER PTS,6.5,8.33,1.83,LOW,3.03,PENDING,,PTS,Low,OVER,3.81,0.5303,Points
2026-05-06,Andre Drummond,PHI,PHI @ NYK,OVER PTS,0.5,5.31,4.81,MEDIUM,14.89,PENDING,,PTS,Medium,OVER,2.95,0.6489,Points
2026-05-06,Harrison Barnes,SAS,SAS vs. MIN,OVER PTS,2.5,4.66,2.16,LOW,6.46,PENDING,,PTS,Low,OVER,2.9,0.5646,Points
2026-05-06,Luke Kornet,SAS,SAS vs. MIN,OVER PTS,3.0,6.6,3.6,LOW,4.88,PENDING,,PTS,Low,OVER,5.71,0.5488,Points
2026-05-06,Mitchell Robinson,NYK,NYK vs. PHI,OVER PTS,4.5,6.43,1.93,LOW,4.57,PENDING,,PTS,Low,OVER,3.36,0.5457,Points
2026-05-06,Quentin Grimes,PHI,PHI @ NYK,OVER PTS,5.5,7.92,2.42,LOW,1.56,PENDING,,PTS,Low,OVER,6.13,0.5156,Points
2026-05-06,OG Anunoby,NYK,NYK vs. PHI,OVER PTS,17.0,19.42,2.42,LOW,1.5,PENDING,,PTS,Low,OVER,6.19,0.515,Points
2026-05-06,Jaden McDaniels,MIN,MIN @ SAS,OVER PTS,14.5,17.49,2.99,LOW,0.93,PENDING,,PTS,Low,OVER,8.33,0.5093,Points
2026-05-07,Jaylin Williams,OKC,OKC vs. LAL,OVER PTS,3.5,6.4,2.9,LOW,6.86,PENDING,,PTS,Low,OVER,3.74,0.5686,Points
2026-05-07,Isaiah Joe,OKC,OKC vs. LAL,OVER PTS,6.5,12.42,5.92,LOW,6.59,PENDING,,PTS,Low,OVER,7.84,0.5659,Points
2026-05-07,Caris LeVert,DET,DET vs. CLE,OVER PTS,2.5,4.91,2.41,LOW,5.64,PENDING,,PTS,Low,OVER,3.52,0.5564,Points
2026-05-07,Ronald Holland II,DET,DET vs. CLE,OVER PTS,3.5,5.46,1.96,LOW,3.71,PENDING,,PTS,Low,OVER,3.76,0.5371,Points
2026-05-07,Shai Gilgeous-Alexander,OKC,OKC vs. LAL,OVER PTS,28.5,32.78,4.28,LOW,2.18,PENDING,,PTS,Low,OVER,9.94,0.5218,Points
2026-05-07,Rui Hachimura,LAL,LAL @ OKC,OVER PTS,12.5,14.71,2.21,LOW,2.07,PENDING,,PTS,Low,OVER,5.21,0.5207,Points
2026-05-07,Jaxson Hayes,LAL,LAL @ OKC,OVER PTS,4.5,6.4,1.9,LOW,1.91,PENDING,,PTS,Low,OVER,4.58,0.5191,Points
2026-05-08,Rudy Gobert,MIN,MIN vs. SAS,UNDER PTS,14.5,6.73,-7.77,HIGH,29.7,PENDING,,PTS,High,UNDER,3.36,0.797,Points
2026-05-08,Keldon Johnson,SAS,SAS @ MIN,OVER PTS,8.5,10.83,2.33,LOW,4.01,PENDING,,PTS,Low,OVER,4.32,0.5401,Points
2026-05-08,Terrence Shannon Jr.,MIN,MIN vs. SAS,OVER PTS,10.0,14.71,4.71,LOW,3.42,PENDING,,PTS,Low,OVER,9.35,0.5342,Points
2026-05-08,Mitchell Robinson,NYK,NYK @ PHI,OVER PTS,4.5,6.23,1.73,LOW,3.31,PENDING,,PTS,Low,OVER,3.48,0.5331,Points
2026-05-08,Luke Kornet,SAS,SAS @ MIN,OVER PTS,3.5,6.16,2.66,LOW,3.14,PENDING,,PTS,Low,OVER,5.46,0.5314,Points
2026-05-08,Stephon Castle,SAS,SAS @ MIN,OVER PTS,15.5,19.25,3.75,LOW,3.06,PENDING,,PTS,Low,OVER,7.78,0.5306,Points
2026-05-08,Ayo Dosunmu,MIN,MIN vs. SAS,OVER PTS,9.5,16.12,6.62,LOW,1.67,PENDING,,PTS,Low,OVER,16.51,0.5167,Points
