bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-03-31,Brionna Jones,CON,IND,assists,1.3,over,mockbook,-115,0.9705,0.4356162790697675,3.540936756677049,3.420219422924534,1.930792050101917,5.299578451933298,28.99796095430108,medium,2,2.2409367566770486,,,62.43500349228284
2026-03-31,Chelsea Gray,LVA,NYL,threes_made,1.3,over,mockbook,-115,0.9794,0.4445162790697675,2.0979161986350516,2.073727188293429,1.5634799474565306,2.6675312190247387,32.214284374888585,medium,2,0.7979161986350516,,,62.20097263685846
2026-03-31,Erica Wheeler,IND,CON,threes_made,0.7,over,mockbook,-115,0.9511,0.4162162790697674,1.346452706095549,1.3120583367767389,0.8223484643119973,1.9149354761485555,23.546530810320657,medium,2,0.646452706095549,,,58.25197653738191
2026-03-31,Kelsey Plum,LVA,NYL,rebounds,2.2,over,mockbook,-115,0.9151,0.3802162790697675,3.9849737877424727,3.8721023862337023,2.304703445838999,5.794032194969067,32.89032546212705,medium,2,1.7849737877424725,,,55.170811458583046
2026-03-31,Courtney Vandersloot,NYL,LVA,threes_made,0.7,over,mockbook,-115,0.9211,0.3862162790697675,1.524278314705082,1.456028380560598,0.7638684183582565,2.348431673136695,26.298676474071,medium,2,0.8242783147050821,,,54.76236651590397
2026-03-31,DiJonai Carrington,CON,IND,threes_made,0.6,over,mockbook,-115,0.9093,0.3744162790697675,1.412963266507935,1.3289125254656469,0.627627087367724,2.2894563769454277,29.725995684606826,medium,2,0.812963266507935,,,53.37887104402289
2026-03-31,Jonquel Jones,NYL,LVA,threes_made,0.7,over,mockbook,-115,0.9082,0.3733162790697675,1.2963734477279605,1.25743431417565,0.7164288596008009,1.9305215625489365,30.91907556384841,medium,2,0.5963734477279603,,,53.060573621620165
2026-03-31,Sabrina Ionescu,NYL,LVA,assists,5.9,over,mockbook,-115,0.8782,0.3433162790697674,7.376334937033707,7.325770132522003,5.760351776425805,9.04888016225812,32.44160712281439,medium,2,1.4763349370337062,,,50.23621105769488
2026-03-31,Chelsea Gray,LVA,NYL,blocks,0.5,under,mockbook,-115,0.8807,0.3458162790697675,0.344467679055913,0.3329455969456487,0.1847067298227148,0.5172159068301425,32.214284374888585,medium,2,-0.1555323209440869,,,49.22108875916751
2026-03-31,Kelsey Plum,LVA,NYL,steals,0.9,over,mockbook,-115,0.8783,0.3434162790697674,1.3003024428272776,1.274742574460923,0.8688276596451454,1.767023843657313,32.89032546212705,medium,2,0.4003024428272775,,,49.18614011366784
2026-03-31,DiJonai Carrington,CON,IND,assists,2.2,over,mockbook,-115,0.8707,0.3358162790697675,3.5864049757284033,3.482767912282167,2.047574754972793,5.260510146600158,29.725995684606826,medium,2,1.3864049757284032,,,49.12731275324335
2026-03-31,Erica Wheeler,IND,CON,blocks,0.5,under,mockbook,-115,0.8737,0.3388162790697675,0.2793028178938079,0.2424192009586026,0.0553633776975614,0.5408087765336043,23.546530810320657,medium,2,-0.220697182106192,,,48.151221013392565
2026-03-31,Jackie Young,LVA,NYL,assists,4.7,over,mockbook,-115,0.8531,0.3182162790697674,5.77229168767363,5.725073473632829,4.502157421780581,7.098975247856588,33.5457359975717,medium,2,1.07229168767363,,,46.72779167457753
2026-03-31,DeWanna Bonner,CON,IND,assists,2.0,over,mockbook,-115,0.8265,0.2916162790697675,2.961392715512629,2.883980039617673,1.7213650304653083,4.297741892054473,31.182017902570543,medium,2,0.9613927155126292,,,43.2209811595665
2026-03-31,Courtney Vandersloot,NYL,LVA,blocks,0.5,under,mockbook,-115,0.8322,0.2973162790697675,0.3060467136887455,0.2662997408958646,0.0611270354197818,0.5918653397612013,26.298676474071,medium,2,-0.1939532863112544,,,43.01954148751014
2026-03-31,Breanna Stewart,NYL,LVA,threes_made,1.3,over,mockbook,-115,0.8217,0.2868162790697675,2.018479229515735,1.9487834212266424,1.080355021221472,3.0469824984835108,34.521117879281434,medium,2,0.718479229515735,,,42.478240672870925
2026-03-31,Marina Mabrey,CON,IND,assists,3.7,over,mockbook,-115,0.8195,0.2846162790697675,4.606228112825297,4.557818322808107,3.392267212572865,5.881768387117339,29.968495228492262,medium,2,0.9062281128252972,,,42.25441087665681
2026-03-31,Kelsey Mitchell,IND,CON,points,18.2,over,mockbook,-115,0.8004,0.2655162790697675,20.846752350039868,20.683169335061187,16.941027518765228,25.00797766605196,31.667813952592375,medium,2,2.6467523500398684,,,41.658414675594386
2026-03-31,Sabrina Ionescu,NYL,LVA,steals,1.4,over,mockbook,-115,0.8033,0.2684162790697675,1.6263122279077842,1.6121197211642055,1.301049555887865,1.9741886455555304,32.44160712281439,medium,2,0.2263122279077842,,,39.62368834856896
2026-03-31,Aliyah Boston,IND,CON,blocks,1.4,under,mockbook,-115,0.798,0.2631162790697675,1.118624311198545,1.09714320679981,0.686727159941858,1.574568712528729,30.093446632989128,medium,2,-0.2813756888014549,,,38.945806994767885
2026-03-31,Kelsey Mitchell,IND,CON,rebounds,2.0,over,mockbook,-115,0.7876,0.2527162790697674,3.4178599386554573,3.2280858623350195,1.337647197529532,5.672373813384049,31.667813952592375,medium,2,1.4178599386554571,,,38.82952226420997
2026-03-31,Jonquel Jones,NYL,LVA,steals,0.8,over,mockbook,-115,0.7952,0.2603162790697675,1.0314737863740728,1.0145964108072882,0.6913414080291762,1.389682193664722,30.91907556384841,medium,2,0.2314737863740728,,,38.57067396026629
2026-03-31,Alyssa Thomas,CON,IND,steals,1.7,under,mockbook,-115,0.7893,0.2544162790697675,1.4211307056613942,1.4011541876282745,0.9796415770801044,1.9029259523301172,34.00738014246653,medium,2,-0.2788692943386057,,,37.97321860558935
2026-03-31,DeWanna Bonner,CON,IND,rebounds,5.9,over,mockbook,-115,0.7785,0.2436162790697674,7.370230360472652,7.260885433495099,5.098269441431105,9.775148670447727,31.182017902570543,medium,2,1.4702303604726517,,,37.72981880452651
2026-03-31,Brionna Jones,CON,IND,rebounds,7.1,over,mockbook,-115,0.7788,0.2439162790697675,8.326694072544372,8.270834115262314,6.361100725538616,10.390975659230216,28.99796095430108,medium,2,1.2266940725443725,,,37.45826080815016
